obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
740,114,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,614.314,100
741,114,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,717.1469999999999,100
742,114,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,643.149,100
743,114,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,597.7470000000001,100
744,114,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,574.576,100
745,115,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,752.914,100
746,115,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,653.985,100
747,115,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,618.5699999999999,100
748,115,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,485.495,100
749,115,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,491.734,100
750,115,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,488.442,100
751,116,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,826.8340000000001,100
752,116,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,713.3369999999999,100
753,116,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,714.263,100
754,116,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,665.637,100
755,116,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,585.307,100
756,116,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,660.337,100
757,117,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,774.2239999999999,100
758,117,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,786.172,100
759,117,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,813.1709999999999,100
760,117,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,726.7040000000001,100
761,117,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,652.1439999999999,100
762,117,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,545.97,100
763,118,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,844.387,100
764,118,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,792.445,100
765,118,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,701.644,100
766,118,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,729.551,100
767,118,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,693.374,100
768,118,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,643.061,100
769,119,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,577.201,100
770,119,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,522.648,100
771,119,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,409.101,100
772,119,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,400.81000000000006,100
773,119,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,331.919,100
774,119,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,303.24,100
775,120,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,746.11,100
776,120,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,827.335,100
777,120,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,776.225,100
778,120,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,716.426,100
779,120,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,726.113,100
780,120,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,699.646,100
781,121,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,786.215,100
782,121,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,707.4809999999999,100
783,121,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,650.9010000000001,100
784,121,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,704.783,100
785,121,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,519.3639999999999,100
786,121,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,530.361,100
787,122,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,918.5649999999999,100
788,122,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,865.0020000000001,100
789,122,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,908.462,100
790,122,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,864.4799999999999,100
791,122,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,734.565,100
792,122,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,796.7749999999999,100
793,123,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,905.2070000000001,100
794,123,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,841.2539999999999,100
795,123,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,912.627,100
796,123,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,768.297,100
797,123,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,671.7780000000001,100
798,123,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,715.1479999999999,100
799,124,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,852.216,100
800,124,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,786.64,100
801,124,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,738.633,100
802,124,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,599.6850000000001,100
803,124,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,550.1030000000001,100
804,124,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,479.169,100
805,125,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,777.169,100
806,125,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,743.5240000000001,100
807,125,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,671.945,100
808,125,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,625.679,100
809,125,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,566.8729999999999,100
810,125,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,574.086,100
811,126,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,848.6129999999999,100
812,126,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,783.313,100
813,126,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,777.66,100
814,126,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,666.5360000000001,100
815,126,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,672.6139999999999,100
816,126,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,627.293,100
817,127,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,883.491,100
818,127,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,862.3609999999999,100
819,127,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,889.019,100
820,127,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,729.5050000000001,100
821,127,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,742.374,100
822,127,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,673.296,100
823,128,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,920.119,100
824,128,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,880.7510000000001,100
825,128,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,876.4530000000001,100
826,128,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,743.734,100
827,128,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,794.1039999999999,100
828,128,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,643.355,100
829,129,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,613.713,100
830,129,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,498.06399999999996,100
831,129,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,435.40399999999994,100
832,129,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,397.55,100
833,129,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,354.87,100
834,129,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,327.654,100
835,130,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,734.774,100
836,130,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,873.304,100
837,130,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,787.376,100
838,130,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,581.0699999999999,100
839,130,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,570.841,100
840,130,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,481.293,100
841,131,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,660.9110000000001,100
842,131,2,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,513.608,100
843,131,3.02,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,502.02000000000004,100
844,131,3.89,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,344.64,100
845,131,4.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,169.71499999999997,100
846,131,5.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,239.107,100
847,132,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,874.5840000000001,100
848,132,2,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,722.1959999999999,100
849,132,3.02,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,834.4410000000001,100
850,132,3.89,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,493.613,100
851,132,4.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,396.764,100
852,132,5.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,382.946,100
853,133,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,847.26,100
854,133,2,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,666.854,100
855,133,3.02,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,586.966,100
856,133,3.89,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,427.63800000000003,100
857,133,4.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,264.338,100
858,133,5.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,332.8,100
859,134,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,733.483,100
860,134,2,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,593.3340000000001,100
861,134,3.02,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,524.312,100
862,134,3.89,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,333.32500000000005,100
863,134,4.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,252.68400000000003,100
864,134,5.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,244.645,100
865,135,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,675.22,100
866,135,2,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,633.9749999999999,100
867,135,3.02,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,429.92400000000004,100
868,135,3.89,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,411.092,100
869,135,4.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,303.562,100
870,135,5.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,290.03799999999995,100
871,136,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,762.7049999999999,100
872,136,2,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,664.199,100
873,136,3.02,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,607.359,100
874,136,3.89,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,329.779,100
875,136,4.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,360.354,100
876,136,5.98,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,282.30699999999996,100
877,137,1.01,-12.9,-11,-4,4.3,11.6,16.6,19,17.7,13,7,0,-9.6,821.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,785.9979999999999,100
